"time","state","num_tweet","family","feel","sad","past","anger","negate","anx","negemo","death","posemo","future","discrep","friend","verb","hear","article","present","p2","p3","p1","swear","social","num_reply","num_urlTweet","IngroupVirtue","AuthorityVice","FairnessVirtue","AuthorityVirtue","MoralityGeneral","HarmVirtue","PurityVice","IngroupVice","HarmVice","PurityVirtue","FairnessVice","love","joy","anger.1","fear","hate","ambiguous","anticipation","like","sadness","despair","calmness","disgust","surprise","hope"
"2014-11-11","GA",852,159,42,21,182,233,165,31,306,144,267,149,154,8,600,87,417,503,76,135,159,16,595,40,198,47,34,41,57,20,46,7,7,140,1,8,20,15,1,157,1,8,186,189,68,0,41,154,14,114
"2014-11-11","HI",100,11,2,1,31,36,20,8,49,19,33,19,20,0,68,8,60,51,20,22,14,1,69,22,17,3,3,3,3,3,7,0,1,14,0,0,4,5,0,17,0,1,17,16,13,0,5,22,0,15
"2014-11-11","ID",61,13,4,3,12,17,11,3,25,7,19,4,10,0,42,7,30,38,5,9,7,0,42,2,19,7,8,2,3,0,1,1,1,5,1,0,1,5,0,8,0,2,12,14,3,0,2,16,3,6
"2014-11-11","IL",1035,251,61,34,267,294,206,39,385,118,319,150,194,8,729,158,472,530,107,138,155,13,724,34,289,110,40,41,63,21,87,3,3,144,6,5,22,26,4,205,0,7,265,226,66,0,69,152,18,111
"2014-11-11","IN",926,111,68,41,215,250,220,33,341,148,333,146,164,9,646,95,463,538,87,134,140,17,594,14,182,52,54,49,46,28,69,3,2,165,1,7,22,14,5,176,0,15,227,243,70,0,48,138,14,132
"2014-11-11","IA",64,7,3,0,12,18,10,2,22,8,32,10,10,2,44,6,29,31,7,3,7,1,40,4,17,4,3,3,6,1,3,0,0,8,0,0,1,0,1,7,0,0,12,16,7,0,4,10,2,7
"2014-11-11","KS",536,49,49,18,112,118,125,29,174,51,190,87,108,4,374,76,253,308,63,78,98,9,355,18,105,28,20,27,37,18,54,4,5,74,5,6,10,17,3,91,1,8,117,106,15,0,39,74,12,41
"2014-11-11","KY",191,26,24,2,61,48,36,12,70,23,64,30,23,0,140,31,92,112,10,28,20,5,124,3,25,13,9,9,17,4,27,1,1,36,2,5,6,4,0,40,0,2,44,34,14,0,15,31,3,19
"2014-11-11","LA",383,66,16,10,97,96,86,7,122,68,127,96,77,5,282,49,165,206,45,61,69,6,271,7,102,22,20,19,29,8,21,1,2,89,0,2,10,8,4,86,0,2,88,96,34,0,12,58,2,46
"2014-11-11","ME",153,33,17,5,42,37,29,6,52,18,61,24,29,1,107,18,62,76,19,13,33,1,110,7,33,18,4,11,3,5,17,0,0,20,1,0,2,4,2,25,0,0,35,36,13,0,8,25,6,17
"2014-11-11","MD",522,55,43,13,123,143,108,20,188,88,198,69,95,2,369,73,249,305,47,66,80,9,351,7,110,23,13,19,34,21,43,4,1,95,1,3,9,5,1,108,0,8,125,154,56,0,26,76,7,65
"2014-11-11","MA",507,75,41,12,131,116,106,18,175,73,204,72,80,5,355,62,260,280,41,84,77,8,340,23,112,23,17,34,32,14,50,0,1,68,2,4,14,11,1,103,1,9,113,128,46,0,30,70,5,67
"2014-11-11","MI",449,68,26,12,88,133,74,16,164,87,181,60,71,4,309,47,231,267,45,45,67,6,306,23,104,31,23,33,18,6,33,4,1,82,2,1,8,14,2,94,0,5,108,123,58,0,16,72,5,78
"2014-11-11","MN",269,29,29,12,69,59,56,7,88,40,85,32,41,3,184,31,118,139,30,45,42,2,182,9,65,11,6,12,11,5,9,2,0,32,0,1,8,3,0,54,0,3,45,59,22,0,10,37,5,33
"2014-11-11","MS",63,10,3,2,12,15,9,1,21,12,25,10,15,1,41,4,24,37,5,4,9,2,38,2,20,2,3,1,2,0,6,0,1,6,0,0,1,2,0,16,0,1,13,17,9,0,6,8,0,13
"2014-11-11","MO",2316,213,231,94,524,457,591,85,698,196,939,420,424,41,1701,301,1082,1391,227,337,394,36,1519,104,412,163,89,90,183,86,265,12,14,301,3,15,54,60,15,373,4,38,503,505,106,1,160,354,46,214
"2014-11-11","MT",23,9,3,1,5,12,6,1,14,7,7,3,5,0,18,4,14,15,4,3,7,0,21,1,4,2,1,1,1,1,2,1,0,8,0,0,0,0,0,6,0,1,9,7,3,0,0,4,1,5
"2014-11-11","NE",48,5,9,1,9,11,6,4,16,7,17,4,6,0,25,5,16,22,5,3,13,0,33,0,19,5,2,6,2,2,7,0,0,6,0,1,0,0,3,12,0,0,14,10,4,0,6,10,0,5
"2014-11-11","NV",87,14,1,1,21,19,22,1,24,13,27,13,22,0,61,9,36,52,8,10,9,3,59,3,33,10,1,6,3,1,1,0,0,19,0,1,4,0,0,17,0,0,18,22,6,0,0,14,0,12
"2014-11-11","NH",23,7,0,0,6,5,2,1,6,3,10,6,3,0,14,3,10,11,0,3,3,0,18,0,7,2,1,1,2,0,2,0,1,2,0,0,0,1,0,5,0,0,6,7,1,0,1,5,0,5
"2014-11-11","NJ",347,54,29,10,84,81,87,23,126,47,116,66,57,4,255,41,172,218,31,54,55,3,231,14,85,14,11,19,18,10,14,0,1,58,2,3,10,5,4,78,0,6,80,95,23,0,12,71,9,38
"2014-11-11","NM",92,15,6,3,25,29,15,9,43,10,37,14,20,1,76,13,50,58,7,15,16,1,63,1,18,6,3,4,5,1,14,0,0,16,1,2,5,1,2,16,0,1,24,18,7,1,9,13,0,10
"2014-11-11","NY",2235,406,116,64,449,515,476,86,709,316,784,351,400,28,1517,251,1045,1239,224,305,355,26,1502,105,579,126,84,135,131,58,170,6,6,369,5,11,64,61,16,415,2,25,461,558,148,0,97,300,25,261
"2014-11-11","NC",506,84,37,16,127,146,95,19,200,75,162,72,87,1,356,64,274,283,56,74,82,14,346,12,111,20,37,28,31,17,36,4,1,78,5,5,6,6,8,103,1,7,115,108,37,0,23,88,11,54
"2014-11-11","ND",12,2,1,1,3,5,3,1,6,1,7,1,2,0,8,1,6,7,2,2,1,1,8,0,4,0,0,0,1,2,0,0,0,2,0,1,0,0,1,3,0,0,1,4,0,0,0,3,1,2
"2014-11-11","OH",507,110,28,16,92,118,88,17,167,79,212,70,92,4,336,42,263,282,46,80,65,3,353,21,130,24,25,41,24,11,27,3,2,77,1,7,10,14,4,92,0,9,121,163,46,0,19,93,3,77
"2014-11-11","OK",377,85,34,13,92,102,59,9,135,65,143,42,61,1,242,29,162,195,46,53,61,4,270,23,133,20,23,19,20,7,32,0,2,58,0,1,9,15,1,75,0,6,79,100,24,0,20,57,5,49
"2014-11-11","OR",373,54,16,9,80,95,81,18,139,55,129,58,66,4,268,58,185,218,49,61,62,8,260,12,74,23,25,16,15,10,36,1,1,61,3,3,4,6,0,76,1,5,78,92,29,0,22,54,8,57
"2014-11-11","PA",510,76,32,18,118,157,105,29,225,75,194,70,79,6,356,56,237,299,42,99,62,2,363,12,162,30,33,27,22,15,28,2,3,93,2,5,10,22,1,98,0,8,121,120,34,0,17,96,9,70
"2014-11-11","RI",31,7,3,0,9,9,3,1,10,5,10,1,2,0,19,5,16,14,2,4,5,0,22,2,9,1,0,1,5,1,1,0,0,5,0,0,0,1,1,8,0,0,6,6,4,0,1,4,0,8
"2014-11-11","SC",190,30,15,4,40,49,40,6,63,31,68,31,35,1,119,23,97,91,8,27,27,4,121,7,48,10,6,3,7,4,16,0,0,27,0,1,3,5,1,39,0,2,50,51,15,0,8,25,2,27
"2014-11-11","SD",22,6,0,1,3,7,3,3,10,1,6,2,4,0,12,3,11,10,1,5,0,2,17,2,6,0,1,0,1,0,0,0,0,1,0,1,0,0,2,4,0,1,1,3,1,0,0,6,0,2
"2014-11-11","TN",365,43,25,10,82,92,74,18,126,49,140,60,68,3,269,43,176,225,51,62,62,14,240,12,78,18,20,16,25,6,26,2,4,46,0,5,12,11,4,56,1,7,58,81,23,0,27,58,6,47
"2014-11-11","TX",1370,236,83,35,293,370,250,60,508,236,513,199,242,11,942,160,656,785,145,227,196,17,921,72,341,77,63,75,76,37,87,6,5,221,8,5,40,42,15,281,4,20,267,364,116,0,56,198,26,181
"2014-11-11","UT",35,11,1,1,7,10,5,4,18,6,11,6,7,0,23,3,15,18,6,7,3,3,26,2,16,2,1,0,1,1,1,0,0,4,0,2,0,0,0,9,0,0,3,5,2,0,0,5,0,3
"2014-11-11","VT",110,11,9,2,28,30,24,5,42,17,41,25,24,0,86,19,46,63,10,24,9,3,72,1,27,6,7,2,16,5,6,1,1,13,1,1,1,5,3,21,0,2,23,30,8,0,5,19,3,12
"2014-11-11","VA",357,58,30,8,87,79,70,12,111,58,119,63,66,4,252,48,183,204,34,48,61,0,246,12,72,23,10,21,23,3,25,2,3,46,2,4,8,11,3,59,0,4,74,108,28,0,24,53,2,39
"2014-11-11","WA",454,73,41,11,112,102,81,16,160,73,137,70,82,6,316,58,257,250,49,54,74,6,312,19,93,31,35,32,22,9,38,0,2,62,1,2,10,7,2,69,0,5,102,113,29,0,30,70,6,56
"2014-11-11","WV",46,18,2,1,7,7,3,5,16,5,13,6,4,1,26,6,16,23,0,7,5,0,35,0,20,4,1,1,2,1,3,0,1,2,1,0,0,2,1,8,0,1,5,5,4,0,2,4,2,5
"2014-11-11","WI",218,34,18,6,42,50,46,10,72,30,86,35,35,2,147,26,99,117,20,26,37,1,144,5,63,11,8,15,12,3,23,0,1,32,0,1,7,5,4,47,0,3,46,35,16,0,17,38,4,29
"2014-11-11","WY",16,2,0,0,3,4,7,1,5,2,6,3,6,0,11,3,9,9,2,0,3,0,10,0,7,2,2,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,6,6,0,0,1,6,0,1
"2014-11-12","AL",139,18,8,7,31,24,33,14,48,11,53,18,35,1,101,24,64,78,15,17,15,2,79,8,55,12,5,2,5,3,14,0,0,15,1,2,0,3,1,32,1,1,32,37,3,0,13,28,2,13
"2014-11-12","AK",20,3,1,0,4,7,3,2,8,4,5,2,5,0,13,3,8,12,1,2,3,0,9,0,10,1,2,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,5,3,0,0,0,2,1,3
"2014-11-12","AZ",230,43,15,7,47,58,44,15,84,29,86,26,44,0,147,29,108,121,11,47,28,6,147,8,76,13,10,9,14,11,11,0,3,31,1,2,7,15,1,55,0,0,54,44,7,0,11,38,5,27
"2014-11-12","AR",44,10,2,1,11,5,5,1,8,3,18,4,8,1,27,6,19,21,3,4,6,1,24,1,16,6,0,1,3,0,2,0,0,2,1,0,0,0,0,8,0,0,6,10,0,0,1,5,1,5
"2014-11-12","CA",1387,252,48,32,281,286,204,91,427,156,542,168,239,8,891,124,605,733,102,203,173,31,876,94,535,126,45,63,81,69,77,4,12,151,3,11,28,33,25,240,1,10,254,315,51,0,60,178,32,184
"2014-11-12","CO",345,55,9,8,74,79,47,26,112,43,143,43,64,2,242,30,176,205,24,58,54,6,222,7,99,28,7,13,19,17,28,0,1,42,2,3,20,11,5,69,0,1,77,64,6,0,21,39,9,65
"2014-11-12","CT",75,17,1,2,13,23,11,6,30,8,27,8,14,2,48,9,30,39,7,10,11,2,52,1,33,10,1,8,8,1,3,0,0,13,1,0,5,5,0,14,0,0,18,17,1,0,1,7,1,10
"2014-11-12","DC",613,104,31,15,103,119,65,38,178,39,236,90,96,5,395,57,312,324,45,72,100,7,393,20,244,68,26,39,39,21,44,0,2,57,0,3,30,20,7,107,1,8,119,126,16,1,30,100,13,61
"2014-11-12","DE",77,27,3,5,17,17,8,4,28,6,21,7,9,1,45,9,38,39,3,12,11,0,52,0,43,11,4,7,5,5,1,1,1,2,1,1,1,2,1,14,1,0,21,23,2,0,0,14,2,9
"2014-11-12","FL",683,144,25,16,146,151,109,46,220,92,274,92,147,3,487,77,335,420,40,145,115,20,472,51,241,56,36,23,49,26,40,3,5,73,4,5,8,22,12,114,0,9,111,173,25,0,25,89,16,85
"2014-11-12","GA",585,106,33,14,139,132,84,42,191,55,200,77,92,1,402,69,266,322,47,93,86,6,374,28,220,57,38,32,30,17,34,1,2,57,3,0,19,15,11,90,3,6,112,128,18,0,25,77,12,81
"2014-11-12","HI",22,7,1,2,6,7,3,2,11,2,7,2,6,0,15,2,11,15,2,5,2,1,16,3,6,0,0,1,3,2,1,0,0,3,0,1,0,3,0,4,0,0,4,4,1,0,1,3,2,6
"2014-11-12","ID",24,1,2,2,3,8,4,1,11,3,9,0,3,0,12,2,11,11,1,2,2,1,12,0,9,0,0,6,1,1,2,1,0,3,0,0,1,0,1,1,0,0,5,4,1,0,2,5,1,3
"2014-11-12","IL",509,106,23,17,89,141,73,40,197,59,195,58,84,4,338,45,243,290,49,68,79,12,340,13,201,46,19,16,22,13,28,0,4,58,1,1,21,17,13,80,0,5,81,121,13,0,26,78,9,74
"2014-11-12","IN",630,107,22,22,125,171,121,48,241,72,215,91,110,4,444,60,298,375,70,104,94,12,408,25,199,59,17,31,38,29,33,1,6,90,0,5,22,18,7,112,1,5,124,147,21,0,25,98,10,92
"2014-11-12","IA",133,12,4,7,39,43,31,12,57,11,54,21,25,0,101,15,65,82,16,9,22,8,83,9,32,12,5,4,7,2,8,2,1,19,1,1,10,2,5,28,0,2,26,22,2,0,4,31,2,15
"2014-11-12","KS",252,37,8,15,54,59,50,17,98,26,105,30,52,2,187,27,133,163,26,38,39,9,170,23,79,12,3,10,15,10,13,0,2,34,0,1,6,11,2,41,0,4,43,51,7,0,19,37,4,33
"2014-11-12","KY",103,14,5,2,26,34,16,8,44,12,43,16,16,1,84,13,43,71,6,23,21,3,79,2,28,8,5,8,3,5,8,0,2,20,0,0,7,4,0,17,0,1,29,20,5,0,2,17,4,18
"2014-11-12","LA",311,53,7,8,58,69,39,16,91,34,101,50,78,7,215,29,132,167,46,39,51,6,213,7,126,26,6,15,15,8,10,1,0,32,0,0,13,6,3,67,0,3,55,63,12,0,9,40,5,43
"2014-11-12","ME",134,22,5,2,29,33,22,10,44,14,56,20,24,1,97,14,73,80,22,23,21,3,93,4,25,12,9,6,10,1,8,0,3,15,0,1,9,4,3,23,0,2,26,26,1,0,7,18,1,11
"2014-11-12","MD",364,65,14,13,72,84,68,14,110,44,149,50,71,1,254,41,166,208,26,60,77,6,251,17,118,35,6,19,18,15,18,0,5,42,1,4,13,12,10,65,0,6,51,90,15,0,13,53,5,52
"2014-11-12","MA",355,74,28,7,69,108,43,19,138,31,124,35,50,4,205,32,160,174,26,55,50,6,238,6,142,35,12,24,25,22,21,0,2,33,1,0,13,9,3,56,0,4,61,88,8,0,9,42,9,34
"2014-11-12","MI",269,53,11,7,58,62,35,18,88,32,105,32,51,2,176,22,123,149,19,36,31,3,158,9,106,28,12,19,25,14,23,0,0,26,0,3,9,11,1,47,0,2,47,71,9,0,12,39,5,50
"2014-11-12","MN",198,29,4,7,45,38,32,11,55,19,82,24,32,4,128,27,102,110,17,23,26,6,137,1,88,26,4,10,13,5,17,1,0,17,4,0,9,7,1,33,0,1,55,50,4,0,10,22,4,24
"2014-11-12","MS",43,12,4,0,11,9,5,1,10,2,14,4,2,0,32,8,15,24,6,7,8,1,24,1,15,8,2,1,0,2,2,0,0,8,0,0,0,0,0,9,0,0,8,8,1,0,1,5,1,1
"2014-11-12","MO",1809,169,83,91,371,404,356,95,586,171,723,196,306,24,1231,214,826,1023,216,284,290,28,1234,153,582,144,75,72,93,81,112,8,8,173,12,7,55,82,28,239,1,26,264,414,56,1,108,256,40,269
"2014-11-12","MT",20,4,0,0,3,4,5,0,6,4,9,3,1,1,13,2,11,9,3,1,3,0,13,3,8,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,7,6,0,0,0,2,0,2
"2014-11-12","NE",24,5,2,0,0,6,1,1,7,1,7,4,5,0,10,4,7,8,1,1,4,0,15,0,21,2,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,3
"2014-11-12","NV",89,16,2,3,16,16,15,10,26,8,35,9,22,0,67,5,34,55,4,11,4,1,51,1,37,4,4,6,5,0,5,1,1,4,0,0,4,5,0,10,0,1,14,31,2,0,5,9,0,8
"2014-11-12","NH",18,3,0,0,2,3,6,1,4,4,9,1,7,0,14,1,7,11,2,5,4,1,14,1,9,1,1,1,3,2,0,0,0,1,0,0,0,2,0,6,0,0,1,9,1,0,0,1,1,8
"2014-11-12","NJ",285,56,9,9,51,67,47,21,92,27,107,32,55,5,188,22,121,162,35,37,44,5,188,10,106,30,13,16,8,15,14,3,4,42,0,2,8,15,7,57,0,5,42,67,11,0,9,41,1,48
"2014-11-12","NM",72,11,2,3,16,22,9,3,25,17,26,8,15,2,45,9,32,36,1,11,9,0,45,0,29,6,3,2,7,6,5,0,0,13,0,1,0,3,2,13,0,1,10,17,4,0,3,11,1,13
"2014-11-12","NY",1473,329,68,39,303,340,216,89,464,186,536,178,256,13,973,145,687,836,132,208,224,28,1007,85,572,152,46,75,89,65,81,2,1,165,10,3,45,48,24,272,3,12,256,336,57,0,59,195,34,197
"2014-11-12","NC",306,49,10,8,70,79,55,26,118,39,90,37,52,1,216,29,153,183,43,58,34,10,209,8,87,37,14,18,11,11,19,1,2,46,0,1,6,14,6,62,1,1,63,58,8,0,7,47,3,47
"2014-11-12","ND",7,0,1,0,4,0,2,0,2,0,3,1,1,0,7,1,4,4,0,2,1,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,1
"2014-11-12","OH",376,103,16,7,73,86,61,32,118,43,155,46,79,0,276,46,193,227,32,64,46,12,249,22,125,43,21,28,25,22,24,1,0,43,0,3,12,16,7,78,0,4,79,101,7,0,20,52,14,56
"2014-11-12","OK",357,59,16,8,63,101,45,12,131,48,141,50,68,1,212,31,117,161,32,49,36,4,214,22,138,27,18,15,23,8,18,0,0,44,0,1,9,10,2,62,0,0,58,79,9,0,15,51,9,24
"2014-11-12","OR",264,36,12,6,80,71,44,25,97,33,108,37,59,4,192,33,132,155,28,44,52,2,178,6,65,20,11,21,15,8,23,0,3,27,0,2,10,7,3,41,0,2,48,63,10,0,23,48,7,32
"2014-11-12","PA",359,63,16,8,74,96,47,28,133,37,136,39,64,0,238,35,146,195,29,63,40,7,238,15,176,25,13,9,13,19,18,4,1,32,1,0,7,10,3,62,0,3,68,88,14,0,10,72,6,54
"2014-11-12","RI",11,6,0,0,0,4,1,2,5,2,4,1,2,0,7,0,9,6,2,2,1,0,10,0,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,2,0,0,1,3,0,0,2,3,0,1
"2014-11-12","SC",110,15,3,5,23,33,15,8,49,16,33,22,21,1,71,14,51,58,6,14,20,3,62,2,33,9,7,6,1,9,2,0,0,16,0,0,3,2,1,17,0,1,21,28,3,0,7,17,5,15
"2014-11-12","SD",9,3,2,2,2,4,1,2,5,3,3,2,2,0,7,2,4,6,0,2,2,0,5,0,4,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,1,3,2,0,0,0,3,1,0
"2014-11-12","TN",321,34,15,9,66,91,69,26,120,41,102,51,60,7,233,29,162,201,36,60,44,15,220,5,91,24,9,21,17,8,14,2,0,40,2,1,11,15,7,44,0,6,52,66,6,0,24,56,6,39
"2014-11-12","TX",925,183,43,26,205,192,155,52,290,101,347,117,173,6,651,100,416,545,92,155,117,26,604,45,335,78,30,37,50,42,66,2,4,101,6,4,18,31,14,179,1,7,156,201,29,0,40,123,26,127
"2014-11-12","UT",38,12,2,0,6,5,5,1,8,2,19,5,6,0,23,6,17,16,2,5,4,1,23,0,20,7,2,2,1,2,1,0,0,3,0,0,0,2,0,6,0,1,8,7,0,0,1,4,2,3
"2014-11-12","VT",103,12,12,3,27,37,33,8,52,11,37,17,20,1,76,6,53,63,15,25,13,1,77,1,27,11,10,3,10,6,4,0,2,17,0,1,1,3,1,15,0,1,18,14,5,0,3,22,6,9
"2014-11-12","VA",181,39,9,6,41,37,37,14,56,17,58,19,32,2,119,21,81,94,20,27,20,4,122,8,62,21,5,6,12,4,9,1,1,20,0,2,5,5,3,30,0,3,35,33,7,0,8,25,4,26
"2014-11-12","WA",302,37,14,10,59,72,57,16,105,41,119,31,58,1,208,30,133,180,40,43,39,9,185,13,95,23,9,20,16,14,20,0,1,44,1,1,5,18,4,52,0,8,57,80,14,0,15,42,3,61
"2014-11-12","WV",23,8,1,0,4,7,6,1,8,5,10,0,5,0,18,6,17,16,0,8,2,1,18,1,1,2,2,1,1,0,0,0,0,3,0,0,1,1,0,6,0,0,3,4,1,0,0,2,1,2
"2014-11-12","WI",144,30,9,2,27,32,17,9,44,16,57,24,30,0,95,9,50,77,15,17,16,0,97,2,69,20,7,10,8,0,13,0,1,16,2,0,4,2,1,19,0,2,30,31,7,0,5,16,0,20
"2014-11-12","WY",12,3,3,0,3,2,2,0,2,0,5,2,4,0,9,0,4,5,2,2,0,1,8,1,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,3,1,0,0
"2014-11-13","AL",149,18,9,3,32,30,25,8,37,22,49,18,25,0,94,16,68,74,7,22,23,4,93,10,50,15,5,6,11,2,7,2,3,9,1,1,3,5,0,22,0,0,29,45,4,0,10,16,1,21
"2014-11-13","AK",14,1,2,2,2,2,3,0,4,1,5,1,1,0,10,2,11,9,3,1,3,1,8,0,4,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,1,0,1
"2014-11-13","AZ",253,27,23,7,52,66,40,12,83,26,81,24,49,1,171,26,104,148,21,38,38,10,160,7,96,28,8,5,15,6,14,0,2,13,0,1,5,8,3,42,0,1,49,62,8,0,14,30,7,35
"2014-11-13","AR",48,7,5,1,14,8,7,1,10,5,17,5,9,0,29,4,25,25,2,7,4,1,32,0,22,7,2,3,1,2,0,0,0,1,0,0,0,1,0,11,0,1,5,11,0,0,1,4,0,4
"2014-11-13","CA",1881,225,130,40,418,442,308,72,571,315,638,242,356,14,1274,192,888,971,149,259,251,56,1164,129,756,215,58,50,166,45,97,2,11,118,4,21,28,76,23,332,6,8,333,397,42,0,70,271,26,218
"2014-11-13","CO",301,25,28,6,67,80,48,14,105,28,88,41,54,1,214,37,156,165,19,42,52,13,188,9,111,38,19,5,25,9,12,0,0,17,0,5,9,6,1,49,0,2,55,47,10,0,14,46,6,32
"2014-11-13","CT",91,11,4,2,22,24,11,6,34,10,38,12,22,0,57,11,43,48,9,13,11,2,60,4,38,13,5,2,4,3,4,1,2,12,0,0,0,6,1,12,0,0,20,24,4,0,2,11,3,11
"2014-11-13","DC",688,65,40,25,158,123,77,30,193,59,278,81,139,12,442,61,363,330,43,43,112,15,422,24,293,127,24,19,32,13,22,1,0,48,4,67,3,29,10,98,0,13,106,138,29,0,16,78,6,75
"2014-11-13","DE",45,5,1,0,7,14,11,1,18,5,14,6,6,1,26,1,19,20,2,3,6,0,25,2,16,6,1,1,5,2,0,0,0,5,0,0,2,3,0,8,0,0,10,11,1,0,1,5,0,6
"2014-11-13","FL",710,112,53,14,135,187,99,35,242,79,250,90,130,4,472,89,375,366,57,89,100,26,462,31,293,121,36,16,42,20,33,3,5,64,1,6,10,35,12,110,0,5,144,171,18,0,23,112,14,92
"2014-11-13","GA",674,102,42,12,153,167,125,27,219,91,204,93,109,7,446,84,363,349,46,73,102,17,410,27,234,103,22,21,40,17,26,2,4,54,0,6,8,25,14,107,0,6,141,151,28,0,25,106,10,90
"2014-11-13","HI",70,4,1,0,7,20,16,5,27,4,37,15,15,1,53,8,43,48,6,8,9,1,46,7,15,8,6,4,3,3,8,1,2,13,0,2,3,2,1,17,0,1,7,18,1,0,3,14,1,5
"2014-11-13","ID",32,4,4,0,4,6,2,1,7,2,9,4,5,0,18,5,12,12,1,3,3,1,17,1,17,2,1,0,2,1,0,0,2,3,0,0,0,0,0,2,1,0,4,7,1,0,1,2,0,1
"2014-11-13","IL",683,99,40,10,159,196,99,25,237,76,233,77,104,6,459,85,356,352,34,82,128,24,428,27,265,124,49,23,39,9,26,7,5,52,1,7,8,49,15,136,1,4,144,132,12,0,31,108,11,120
"2014-11-13","IN",743,99,44,19,181,206,135,36,269,82,237,107,131,3,527,80,399,429,68,104,122,23,462,26,248,96,47,26,59,25,36,6,9,69,4,3,9,34,10,126,0,3,162,136,32,0,20,107,8,123
"2014-11-13","IA",71,5,7,1,16,9,15,4,16,3,23,13,14,2,57,9,40,39,5,5,16,4,45,4,21,5,2,0,4,1,1,0,1,3,1,1,4,2,2,12,0,1,15,8,2,0,3,11,0,3
"2014-11-13","KS",219,20,17,8,49,36,30,10,57,24,84,34,35,2,149,19,88,111,21,18,28,7,118,11,67,25,10,4,2,9,6,0,2,14,2,1,7,10,6,25,0,2,48,55,9,0,8,29,6,23
"2014-11-13","KY",162,19,15,4,40,37,31,8,47,18,50,22,29,0,122,20,77,105,13,36,20,7,99,8,50,13,8,5,12,8,6,1,0,13,1,1,1,8,0,28,0,2,27,33,4,0,3,18,1,20
"2014-11-13","LA",444,57,37,12,97,104,68,17,137,63,141,66,85,4,307,50,233,238,50,57,69,15,301,4,142,61,18,9,33,9,20,0,1,33,0,18,9,27,5,76,1,2,82,75,21,0,17,68,4,65
